age,speciality_years,speciality,wing,entry_level,occupation,intervention,ethnicity, sex,hours,country,target
31,10,Psychiatry,W,minor,ER doctors,Anesthesia, White, Male,44, United-States,0
53,4,Oncology,W,minor-medium,Nurse,Therapeutic, White, Male,52, United-States,0
61,15,Pulmonary,SW,minor-medium,Dietitian,Other, White, Female,44, United-States,1
23,7,Nephrology,W,medium,Therapist,Diagnostic, Black, Female,41, United-States,0
47,14,Gynecology/Urology,W,minor-medium,Therapist,Therapeutic, White, Male,55, United-States,1
52,8,Orthopedic,W,minor-medium,Physician,Therapeutic, White, Male,55, United-States,0
71,4,Oncology,S,minor-medium,Patient,Therapeutic, White, Male,44, United-States,0
47,15,Pulmonary,NW,minor,Dietitian,Other, White, Female,44, United-States,0
30,6,Radiology,W,minor,Patient,Other, White, Male,55, ?,1
20,7,Nephrology,W,minor,Techs,Propaedeutic, Black, Female,22, United-States,0
46,12,Emergency,S,minor-medium,Surgeons,Therapeutic, White, Male,44, United-States,0
70,15,Pulmonary,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
55,8,Orthopedic,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,0
40,15,Pulmonary,W,minor-medium,Therapist,Therapeutic, White, Male,66, United-States,1
24,10,Psychiatry,W,minor,Therapist,Other, White, Male,49, Canada,0
50,12,Emergency,W,minor-medium,Surgeons,Therapeutic, White, Male,44, United-States,1
58,10,Psychiatry,W,minor-medium,Patient,Therapeutic, Black, Male,44, United-States,0
57,10,Psychiatry,W,high,Medical Assistants,Diagnostic, White, Female,41, United-States,0
62,15,Pulmonary,W,minor,Therapist,Other, White, Male,44, United-States,0
52,19,Endocrinology,SE,minor-medium,Dietitian,Therapeutic, White, Male,60, United-States,1
42,16,Pediatrics,W,minor-medium,Medical Assistants,Therapeutic, White, Male,44, United-States,0
27,15,Pulmonary,W,minor,Lab,Other, White, Female,55, United-States,0
33,15,Pulmonary,W,minor-medium,Techs,Surgical, Asian-Pac-Islander, Female,44, Philippines,0
44,14,Gynecology/Urology,W,high,Patient,Other, White, Male,44, United-States,1
67,15,Pulmonary, ?,minor-medium, ?,Therapeutic, White, Male,44, United-States,1
74,12,Emergency,W,high,Cafeteria,Propaedeutic, White, Female,33, United-States,0
39,12,Emergency,W,high,Medical Assistants,Diagnostic, White, Male,44, Canada,0
29,12,Emergency,S,minor,Gift Shop,Anesthesia, White, Female,44, United-States,1
63,10,Psychiatry,W,high,Therapist,Other, White, Female,16, United-States,0
39,12,Emergency,W,high,Therapist,Other, White, Female,49, United-States,0
29,15,Pulmonary,W,minor,Lab,Diagnostic, Asian-Pac-Islander, Female,22, Philippines,0
48,4,Oncology,W,minor-medium,Surgeons,Therapeutic, White, Male,88, United-States,1
50,10,Psychiatry,NW,high,Patient,Other, White, Male,44, United-States,0
20,1,Aesthetic,W,minor,Physician,Other, White, Male,39, Hong,0
37,13,Opthalmology,W,high,Patient,Other, White, Male,44, United-States,0
58,16,Pediatrics,NW,minor-medium,Patient,Therapeutic, White, Male,46, United-States,1
31,10,Psychiatry, ?,medium, ?,Diagnostic, Black, Female,22, United-States,0
64,12,Emergency,W,minor-medium,Medical Assistants,Surgical, White, Female,44, United-States,1
24,10,Psychiatry,W,minor,Medical Assistants,Anesthesia, White, Female,30, United-States,0
28,10,Psychiatry, ?,minor, ?,Anesthesia, White, Female,44, United-States,0
50,15,Pulmonary,W,minor-medium,Therapist,Therapeutic, White, Male,55, Germany,1
51,16,Pediatrics,NW,minor-medium,Patient,Therapeutic, White, Male,51, United-States,1
27,15,Pulmonary,W,minor-medium,Patient,Therapeutic, White, Male,66, United-States,1
44,12,Emergency,W,high,Patient,Propaedeutic, Black, Female,60, United-States,0
47,15,Pulmonary,N,minor-medium,Lab,Other, Asian-Pac-Islander, Male,44, United-States,0
34,15,Pulmonary,N,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
48,15,Pulmonary,S,high,Dietitian,Diagnostic, White, Male,49, United-States,0
33,10,Psychiatry,NW,minor-medium,Medical Assistants,Therapeutic, White, Male,44, United-States,0
37,12,Emergency,W,minor-medium,ER doctors,Therapeutic, White, Male,44, United-States,1
42,15,Pulmonary,W,minor-medium,Medical Assistants,Therapeutic, White, Male,49, United-States,1
23,15,Pulmonary,W,minor,Techs,Anesthesia, White, Female,22, United-States,0
23,13,Opthalmology,W,minor,Techs,Anesthesia, White, Female,44, United-States,0
27,10,Psychiatry,W,minor,ER doctors,Other, White, Male,52, United-States,0
39,10,Psychiatry,W,minor,Therapist,Diagnostic, White, Male,66, United-States,1
31,15,Pulmonary,W,minor,Lab,Other, White, Male,44, United-States,0
38,10,Psychiatry,W,high,Patient,Diagnostic, White, Female,44, United-States,1
38,15,Pulmonary,SE,minor-medium,Patient,Therapeutic, White, Male,49, United-States,1
37,15,Pulmonary,W,minor,Patient,Other, White, Male,55, United-States,0
45,15,Pulmonary,W,minor-medium,Patient,Therapeutic, Asian-Pac-Islander, Male,44, Japan,1
56,10,Psychiatry,SW,minor-medium,Patient,Therapeutic, White, Male,77, United-States,0
53,15,Pulmonary,W,minor,Patient,Other, White, Male,44, United-States,1
64,12,Emergency,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
44,16,Pediatrics,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
55,15,Pulmonary,N,minor-medium,Patient,Surgical, Amer-Indian-Eskimo, Female,44, United-States,1
20,12,Emergency,S,minor,Medical Assistants,Anesthesia, White, Male,16, United-States,0
61,13,Opthalmology,W,minor-medium,Patient,Therapeutic, Black, Male,44, United-States,1
34,19,Endocrinology,W,minor-medium,Dietitian,Therapeutic, Asian-Pac-Islander, Male,44, China,0
45,15,Pulmonary,W,minor-medium,Dietitian,Therapeutic, White, Male,44, United-States,1
41,15,Pulmonary,W,minor-medium,Medical Assistants,Surgical, White, Female,55, United-States,1
40,10,Psychiatry,S,minor-medium,Gift Shop,Therapeutic, White, Male,44, United-States,0
56,16,Pediatrics,SW,high,Patient,Diagnostic, White, Male,55, United-States,1
19,3,Anaesthesiology,W,minor,ER doctors,Propaedeutic, White, Male,33, Honduras,0
50,16,Pediatrics,S,minor-medium,Patient,Therapeutic, White, Male,49, United-States,1
35,16,Pediatrics,S,minor,Dietitian,Other, Other, Female,44, ?,0
44,15,Pulmonary,SE,medium,Patient,Anesthesia, White, Male,55, United-States,0
27,10,Psychiatry,W,minor,Techs,Other, White, Male,44, United-States,0
60,16,Pediatrics,W,high,Dietitian,Other, White, Female,44, United-States,1
44,15,Pulmonary,W,minor-medium,Dietitian,Other, Asian-Pac-Islander, Male,44, Cambodia,1
41,16,Pediatrics,W,high,Patient,Other, White, Male,49, United-States,1
35,16,Pediatrics,W,minor,Patient,Other, White, Male,44, United-States,1
28,15,Pulmonary, ?,minor-medium, ?,Surgical, White, Female,44, United-States,0
38,10,Psychiatry,W,high,Surgeons,Other, White, Male,66, United-States,0
50,12,Emergency,W,medium,Therapist,Other, White, Male,60, United-States,0
49,10,Psychiatry,W,minor-medium,Patient,Therapeutic, White, Male,60, United-States,1
31,10,Psychiatry,W,minor,Medical Assistants,Anesthesia, White, Female,44, United-States,0
42,13,Opthalmology,SE,minor-medium,Physician,Therapeutic, White, Male,66, United-States,1
29,15,Pulmonary,W,minor,Dietitian,Other, White, Female,22, United-States,0
63,8,Orthopedic, ?,high, ?,Other, Black, Male,16, United-States,0
45,10,Psychiatry,W,high,ER doctors,Diagnostic, White, Male,52, United-States,0
42,16,Pediatrics,S,high,Dietitian,Other, White, Female,44, United-States,0
37,10,Psychiatry,W,medium,Medical Assistants,Diagnostic, White, Female,38, United-States,0
53,12,Emergency,SE,high,Patient,Diagnostic, White, Female,35, United-States,0
23,12,Emergency,W,minor,Medical Assistants,Anesthesia, White, Male,22, United-States,0
37,9,Gastroenterology,NW,minor,Medical Assistants,Other, Black, Female,44, United-States,0
40,10,Psychiatry,SW,high,Physician,Other, White, Male,44, United-States,1
22,12,Emergency,W,minor,Therapist,Anesthesia, White, Female,33, United-States,0
50,16,Pediatrics,W,minor-medium,Dietitian,Therapeutic, White, Male,55, United-States,1
22,12,Emergency,W,minor,Cafeteria,Anesthesia, White, Female,22, United-States,0
28,10,Psychiatry,W,minor-medium,Medical Assistants,Surgical, White, Female,57, United-States,1
63,12,Emergency,SE,medium-high,Therapist,Other, White, Female,22, United-States,1
58,15,Pulmonary,W,minor-medium,Patient,Therapeutic, White, Male,55, United-States,1
38,12,Emergency,W,high,Patient,Other, White, Female,77, United-States,0
48,15,Pulmonary,W,minor,Patient,Other, White, Female,5, United-States,0
33,12,Emergency,S,minor-medium,Gift Shop,Therapeutic, White, Male,44, United-States,1
20,12,Emergency,W,minor,Techs,Other, White, Female,33, United-States,0
47,19,Endocrinology,SE,minor-medium,Dietitian,Surgical, White, Female,77, United-States,1
38,18,Neurosciences,W,minor-medium,Dietitian,Therapeutic, White, Male,60, United-States,1
42,13,Opthalmology,SW,minor-medium,Physician,Therapeutic, White, Male,66, United-States,0
55,15,Pulmonary,NW,minor-medium,Patient,Therapeutic, White, Male,41, United-States,1
30,15,Pulmonary,S,minor-medium,Gift Shop,Therapeutic, Black, Male,46, United-States,1
38,12,Emergency,W,minor-medium,Patient,Therapeutic, White, Male,66, United-States,0
25,12,Emergency,W,minor,Nurse,Anesthesia, White, Male,44, United-States,0
22,12,Emergency,W,minor,Dietitian,Anesthesia, White, Male,26, United-States,0
66,4,Oncology,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,0
48,15,Pulmonary,W,minor-medium,Patient,Therapeutic, White, Male,55, United-States,1
23,14,Gynecology/Urology, ?,minor, ?,Other, White, Male,60, United-States,0
35,15,Pulmonary,N,minor-medium,Dietitian,Therapeutic, Asian-Pac-Islander, Male,61, United-States,1
49,15,Pulmonary,W,minor,Dietitian,Anesthesia, White, Male,44, United-States,0
55,14,Gynecology/Urology,W,minor-medium,ER doctors,Therapeutic, Black, Male,49, United-States,1
29,12,Emergency,W,minor,Therapist,Other, White, Male,48, United-States,0
56,15,Pulmonary,W,minor-medium,Therapist,Therapeutic, White, Male,51, United-States,1
31,15,Pulmonary,N,minor,Dietitian,Other, White, Male,52, United-States,0
56,12,Emergency,W,high,Medical Assistants,Diagnostic, White, Female,44, United-States,0
58,15,Pulmonary,W,minor-medium,Patient,Therapeutic, White, Male,48, United-States,1
62,10,Psychiatry,SW,minor-medium,Patient,Therapeutic, White, Male,55, United-States,0
41,18,Neurosciences,W,minor-medium,Dietitian,Therapeutic, White, Male,44, United-States,1
18,8,Orthopedic,W,minor,Cafeteria,Anesthesia, White, Female,27, United-States,0
47,15,Pulmonary,W,minor-medium,Patient,Therapeutic, White, Male,55, United-States,0
55,10,Psychiatry,W,minor-medium,Physician,Therapeutic, White, Male,55, United-States,0
66,7,Nephrology,W,minor-medium,Therapist,Therapeutic, White, Male,44, United-States,0
68,10,Psychiatry, ?,minor-medium, ?,Surgical, White, Female,44, Scotland,1
56,15,Pulmonary,W,high,Lab,Diagnostic, White, Female,44, United-States,0
51,15,Pulmonary,W,minor-medium,Dietitian,Therapeutic, White, Male,55, United-States,0
25,12,Emergency, ?,minor, ?,Other, White, Female,16, United-States,0
23,12,Emergency,W,minor,Techs,Anesthesia, White, Female,44, United-States,0
50,10,Psychiatry,W,high,Patient,Other, Amer-Indian-Eskimo, Male,44, United-States,0
25,12,Emergency,W,minor,ER doctors,Anesthesia, White, Male,22, United-States,0
25,12,Emergency,W,minor,Patient,Other, White, Male,44, United-States,0
37,8,Orthopedic,W,minor,Techs,Other, White, Female,44, Ireland,0
59,16,Pediatrics,W,minor-medium,Patient,Therapeutic, Asian-Pac-Islander, Male,49, United-States,1
39,15,Pulmonary,W,high,Lab,Other, White, Female,44, United-States,0
19,9,Gastroenterology,W,minor,Medical Assistants,Anesthesia, White, Male,38, United-States,0
56,12,Emergency,W,minor-medium,Therapist,Therapeutic, White, Male,55, United-States,1
20,7,Nephrology,W,high,Techs,Other, White, Female,44, United-States,0
45,15,Pulmonary,W,minor-medium,Dietitian,Therapeutic, White, Male,44, United-States,1
29,12,Emergency,W,minor,Therapist,Anesthesia, White, Male,24, United-States,0
45,12,Emergency,W,minor,Surgeons,Other, Black, Male,47, United-States,0
38,15,Pulmonary,SW,minor-medium,Patient,Therapeutic, White, Male,49, United-States,0
31,10,Psychiatry,S,minor-medium,Techs,Surgical, White, Female,44, United-States,0
46,12,Emergency,W,minor-medium,Patient,Therapeutic, White, Male,49, United-States,1
34,14,Gynecology/Urology,W,minor-medium,Nurse,Therapeutic, White, Male,22, United-States,0
37,10,Psychiatry,W,minor-medium,Patient,Surgical, Black, Female,44, United-States,0
51,10,Psychiatry,N,minor-medium,Surgeons,Therapeutic, Black, Male,44, United-States,1
26,15,Pulmonary,S,minor,Dietitian,Other, White, Female,44, United-States,0
68,18,Neurosciences,SW,minor-medium,Dietitian,Therapeutic, White, Male,16, United-States,1
45,10,Psychiatry,W,minor-medium,Dietitian,Therapeutic, White, Male,47, United-States,1
22,10,Psychiatry,W,minor,Nurse,Anesthesia, White, Male,44, United-States,0
49,12,Emergency,W,minor-medium,Surgeons,Therapeutic, White, Male,60, United-States,0
47,16,Pediatrics,W,medium-high,Dietitian,Diagnostic, Black, Female,40, United-States,0
27,15,Pulmonary,W,minor,Patient,Other, Black, Female,41, United-States,0
55,18,Neurosciences,SE,minor-medium,Dietitian,Therapeutic, Asian-Pac-Islander, Male,55, Philippines,1
34,12,Emergency,W,high,Techs,Diagnostic, White, Female,52, United-States,0
45,15,Pulmonary,W,minor-medium,Dietitian,Therapeutic, White, Male,49, United-States,1
49,12,Emergency,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,0
36,10,Psychiatry,W,minor-medium,Nurse,Surgical, White, Female,44, Mexico,0
37,19,Endocrinology,W,minor,Dietitian,Other, White, Male,55, United-States,1
53,13,Opthalmology,N,minor-medium,Patient,Therapeutic, White, Male,44, United-States,0
38,10,Psychiatry,NW,high,Dietitian,Diagnostic, White, Female,44, United-States,0
19,10,Psychiatry,W,minor-medium,Medical Assistants,Surgical, White, Female,44, United-States,0
20,10,Psychiatry,W,minor-medium,Nurse,Propaedeutic, White, Male,22, United-States,0
26,16,Pediatrics,NW,minor-medium,Dietitian,Other, Asian-Pac-Islander, Female,11, China,0
64,10,Psychiatry,S,medium-high,Physician,Diagnostic, White, Male,44, United-States,0
55,10,Psychiatry,S,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
50,8,Orthopedic,W,high,Dietitian,Diagnostic, Amer-Indian-Eskimo, Male,44, United-States,1
45,10,Psychiatry,NW,high,Patient,Diagnostic, White, Female,49, United-States,0
39,12,Emergency,W,high,Patient,Diagnostic, White, Female,44, United-States,0
39,15,Pulmonary,W,minor,Dietitian,Other, White, Female,49, United-States,1
27,15,Pulmonary,SW,minor,Medical Assistants,Other, Black, Female,22, United-States,0
44,10,Psychiatry,SW,medium,Patient,Propaedeutic, White, Male,44, United-States,0
66,12,Emergency,NW,minor-medium,Gift Shop,Therapeutic, White, Male,44, United-States,0
48,15,Pulmonary,W,minor-medium,Therapist,Therapeutic, White, Male,44, United-States,1
35,12,Emergency,W,minor-medium,Therapist,Therapeutic, White, Male,44, United-States,1
67,16,Pediatrics,W,minor-medium,Therapist,Therapeutic, White, Male,66, United-States,1
40,16,Pediatrics,W,minor-medium,Patient,Therapeutic, White, Male,55, Ecuador,1
52,15,Pulmonary,W,minor-medium,Medical Assistants,Therapeutic, White, Male,38, United-States,1
30,15,Pulmonary,W,minor-medium,Patient,Therapeutic, White, Male,49, United-States,0
45,10,Psychiatry,W,minor,Nurse,Other, White, Male,44, United-States,0
33,10,Psychiatry,W,minor-medium,Surgeons,Therapeutic, White, Male,44, United-States,1
61,12,Emergency,W,minor-medium,Therapist,Therapeutic, White, Male,55, United-States,1
34,15,Pulmonary,S,minor,Dietitian,Other, White, Male,49, United-States,0
19,8,Orthopedic,W,minor,Techs,Propaedeutic, White, Male,22, United-States,0
58,15,Pulmonary,W,minor,Patient,Diagnostic, White, Female,44, United-States,0
26,12,Emergency,W,minor,Patient,Anesthesia, White, Male,22, United-States,0
67,18,Neurosciences,SW,minor-medium,Dietitian,Therapeutic, White, Male,55, England,1
25,13,Opthalmology,W,minor,Techs,Anesthesia, White, Female,16, United-States,0
72,16,Pediatrics,SW,minor-medium,Patient,Therapeutic, White, Male,22, United-States,1
31,10,Psychiatry,SW,minor,Patient,Other, White, Male,55, United-States,1
61,10,Psychiatry,SE,minor-medium,Therapist,Therapeutic, White, Male,55, United-States,1
37,8,Orthopedic,SW,minor-medium,Nurse,Therapeutic, White, Male,44, United-States,0
53,16,Pediatrics,W,minor-medium,Dietitian,Other, White, Male,44, United-States,0
27,12,Emergency,S,minor,Medical Assistants,Diagnostic, Black, Female,44, United-States,0
63,7,Nephrology,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
41,10,Psychiatry,W,minor-medium,Medical Assistants,Surgical, White, Female,66, United-States,0
42,16,Pediatrics,SE,minor-medium,Patient,Therapeutic, White, Male,66, United-States,1
69,15,Pulmonary,W,minor-medium,Therapist,Therapeutic, White, Male,44, Iran,1
47,16,Pediatrics,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
38,16,Pediatrics,W,minor-medium,Dietitian,Therapeutic, White, Male,49, United-States,1
61,8,Orthopedic,W,minor-medium,Nurse,Therapeutic, White, Male,44, United-States,0
20,12,Emergency,W,minor,Techs,Anesthesia, White, Male,22, United-States,0
45,15,Pulmonary,W,minor,Medical Assistants,Other, Asian-Pac-Islander, Male,55, United-States,0
51,12,Emergency,W,minor-medium,Dietitian,Therapeutic, White, Male,77, United-States,0
34,15,Pulmonary,W,minor-medium,Therapist,Therapeutic, White, Male,44, United-States,1
46,16,Pediatrics,S,minor,Dietitian,Diagnostic, White, Female,44, United-States,0
19,10,Psychiatry, ?,minor, ?,Anesthesia, Black, Female,27, United-States,0
47,10,Psychiatry,S,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
31,10,Psychiatry,W,medium,Techs,Diagnostic, Black, Female,33, United-States,0
64,10,Psychiatry,W,high,Lab,Diagnostic, White, Female,44, United-States,0
23,10,Psychiatry,W,minor,Medical Assistants,Diagnostic, Black, Female,44, United-States,0
22,16,Pediatrics,W,minor,Patient,Anesthesia, White, Male,27, United-States,0
36,12,Emergency,W,minor-medium,Patient,Therapeutic, White, Male,66, United-States,1
28,10,Psychiatry,W,minor-medium,Therapist,Therapeutic, White, Male,55, United-States,0
67,12,Emergency,W,minor-medium,Medical Assistants,Surgical, White, Female,37, United-States,1
26,15,Pulmonary,W,minor-medium,Therapist,Therapeutic, White, Male,49, United-States,1
47,12,Emergency,W,high,Lab,Other, White, Female,55, United-States,0
53,10,Psychiatry,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
51,10,Psychiatry,W,high,Nurse,Diagnostic, White, Female,66, United-States,0
57,12,Emergency,SW,minor-medium,Patient,Therapeutic, Asian-Pac-Islander, Male,44, ?,1
26,10,Psychiatry,W,minor,Nurse,Diagnostic, White, Female,44, United-States,0
18,9,Gastroenterology,W,minor,Techs,Anesthesia, White, Female,8, United-States,0
45,10,Psychiatry,N,minor-medium,Medical Assistants,Therapeutic, White, Male,44, United-States,1
40,12,Emergency,W,minor-medium,Medical Assistants,Therapeutic, White, Male,44, United-States,0
66,8,Orthopedic,SW,minor-medium,Physician,Therapeutic, White, Male,55, United-States,0
47,10,Psychiatry,W,minor,Medical Assistants,Diagnostic, White, Female,66, United-States,0
22,12,Emergency,W,minor,Physician,Other, White, Female,44, United-States,0
39,10,Psychiatry,W,minor-medium,Patient,Therapeutic, White, Male,44, Italy,0
18,8,Orthopedic,W,minor,Therapist,Diagnostic, White, Male,16, United-States,0
61,6,Radiology,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,0
27,7,Nephrology,W,minor-medium,Nurse,Therapeutic, White, Male,44, United-States,0
69,10,Psychiatry,W,high,Gift Shop,Other, White, Male,44, United-States,0
55,15,Pulmonary,SE,minor-medium,Dietitian,Therapeutic, White, Male,49, Italy,1
31,10,Psychiatry,W,minor,Physician,Other, White, Male,55, ?,0
33,12,Emergency,W,minor-medium,ER doctors,Therapeutic, White, Male,44, United-States,0
22,10,Psychiatry,W,minor,Patient,Anesthesia, White, Male,22, United-States,0
47,10,Psychiatry,W,high,Nurse,Other, White, Male,49, United-States,0
84,10,Psychiatry, ?,medium-high, ?,Other, White, Female,15, United-States,0
58,4,Oncology,W,minor-medium,Surgeons,Therapeutic, White, Male,66, United-States,1
56,7,Nephrology,W,minor-medium,Therapist,Therapeutic, White, Male,44, United-States,1
61,10,Psychiatry,W,minor-medium,Nurse,Therapeutic, White, Male,44, Italy,1
66,8,Orthopedic,S,minor-medium,Surgeons,Therapeutic, White, Male,22, United-States,0
37,15,Pulmonary,W,minor-medium,Patient,Therapeutic, White, Male,55, ?,1
35,10,Psychiatry,W,minor,Patient,Other, White, Male,44, United-States,0
40,16,Pediatrics,W,minor-medium,Patient,Therapeutic, White, Male,66, United-States,1
23,12,Emergency,W,minor,Techs,Other, White, Male,35, United-States,0
64,10,Psychiatry,W,minor-medium,Nurse,Surgical, White, Female,44, Italy,1
68,10,Psychiatry,SW,minor-medium,Physician,Therapeutic, White, Male,71, United-States,0
48,15,Pulmonary,W,minor-medium,Dietitian,Therapeutic, White, Male,44, United-States,1
34,12,Emergency,S,minor,Medical Assistants,Anesthesia, Black, Male,44, United-States,0
55,16,Pediatrics,W,minor-medium,Dietitian,Therapeutic, White, Male,44, United-States,1
29,13,Opthalmology, ?,minor-medium, ?,Surgical, Amer-Indian-Eskimo, Female,44, United-States,1
30,14,Gynecology/Urology,W,minor-medium,Lab,Therapeutic, White, Male,77, United-States,1
40,10,Psychiatry,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
44,10,Psychiatry,W,minor-medium,Nurse,Therapeutic, White, Male,44, United-States,1
51,15,Pulmonary,W,minor-medium,Patient,Therapeutic, White, Male,55, United-States,1
75,6,Radiology,W,minor-medium,Techs,Therapeutic, White, Male,38, United-States,0
42,14,Gynecology/Urology,N,minor,Patient,Other, White, Male,46, United-States,0
31,14,Gynecology/Urology,W,minor-medium,Dietitian,Therapeutic, White, Male,55, United-States,0
37,10,Psychiatry,W,minor-medium,Techs,Therapeutic, White, Male,44, United-States,0
36,13,Opthalmology,W,minor,Nurse,Diagnostic, Black, Female,44, United-States,0
63,16,Pediatrics,SW,medium-high,Techs,Other, White, Female,16, United-States,0
39,12,Emergency,W,minor-medium,Patient,Therapeutic, White, Male,66, United-States,0
53,10,Psychiatry,W,minor-medium,Gift Shop,Therapeutic, White, Male,44, United-States,1
25,10,Psychiatry,W,high,Techs,Diagnostic, White, Female,33, United-States,0
45,10,Psychiatry,W,minor-medium,Therapist,Therapeutic, White, Male,55, United-States,1
25,10,Psychiatry,W,minor,Therapist,Anesthesia, White, Male,44, United-States,0
56,15,Pulmonary,W,minor-medium,Dietitian,Therapeutic, White, Male,55, United-States,1
22,12,Emergency,W,minor,Techs,Other, White, Male,49, United-States,0
22,12,Emergency, ?,minor, ?,Anesthesia, White, Female,11, United-States,0
44,15,Pulmonary,W,minor-medium,Patient,Therapeutic, White, Male,82, United-States,1
39,10,Psychiatry,W,minor-medium,Patient,Therapeutic, White, Male,57, United-States,1
40,14,Gynecology/Urology,SE,minor-medium,Therapist,Therapeutic, White, Male,55, United-States,1
64,10,Psychiatry,W,minor-medium,Gift Shop,Therapeutic, White, Male,26, United-States,1
39,9,Gastroenterology,W,high,ER doctors,Other, White, Male,44, United-States,0
62,10,Psychiatry,W,high,Medical Assistants,Diagnostic, White, Female,44, United-States,0
61,15,Pulmonary,SE,minor-medium,Therapist,Therapeutic, White, Male,55, United-States,1
70,10,Psychiatry, ?,high, ?,Other, White, Male,44, United-States,1
41,12,Emergency,W,minor-medium,Therapist,Surgical, White, Female,44, United-States,1
60,10,Psychiatry,W,minor-medium,Nurse,Therapeutic, White, Male,44, United-States,0
42,8,Orthopedic,S,high,Medical Assistants,Diagnostic, White, Female,44, United-States,0
48,16,Pediatrics,S,minor-medium,Dietitian,Therapeutic, White, Male,48, United-States,1
27,10,Psychiatry,W,minor-medium,Surgeons,Therapeutic, White, Male,44, United-States,1
44,18,Neurosciences,W,minor-medium,Dietitian,Therapeutic, White, Male,49, United-States,1
49,10,Psychiatry,W,minor,Patient,Other, White, Male,44, United-States,0
44,15,Pulmonary,NW,minor-medium,Dietitian,Therapeutic, White, Male,66, United-States,1
75,7,Nephrology,S,minor-medium,Patient,Therapeutic, White, Male,22, United-States,0
51,10,Psychiatry,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
35,10,Psychiatry,W,high,Techs,Anesthesia, White, Male,44, United-States,0
40,10,Psychiatry,W,high,Techs,Other, Black, Female,33, United-States,0
35,19,Endocrinology,NW,minor,Dietitian,Other, White, Female,77, United-States,0
69,10,Psychiatry,W,medium-high,Physician,Other, White, Male,6, United-States,0
30,16,Pediatrics,NW,minor-medium,Patient,Therapeutic, White, Male,55, United-States,1
41,13,Opthalmology,W,minor-medium,Patient,Therapeutic, White, Male,44, ?,1
40,16,Pediatrics,W,minor,Patient,Other, White, Female,44, United-States,1
39,15,Pulmonary,W,minor-medium,Therapist,Therapeutic, White, Male,44, United-States,1
51,16,Pediatrics,SE,minor-medium,Patient,Therapeutic, White, Male,60, United-States,1
60,10,Psychiatry,W,minor-medium,Patient,Therapeutic, Asian-Pac-Islander, Male,60, United-States,0
41,15,Pulmonary,W,minor,Lab,Other, White, Female,49, United-States,0
40,16,Pediatrics,W,minor,Dietitian,Diagnostic, Asian-Pac-Islander, Male,44, South,0
51,15,Pulmonary,W,minor-medium,Dietitian,Therapeutic, White, Male,55, United-States,1
23,10,Psychiatry, ?,minor, ?,Other, White, Female,44, United-States,0
51,10,Psychiatry,W,high,Patient,Diagnostic, White, Female,47, United-States,0
59,16,Pediatrics,W,minor-medium,Dietitian,Therapeutic, White, Male,44, United-States,1
42,15,Pulmonary,W,minor-medium,Surgeons,Therapeutic, White, Male,108, United-States,1
57,13,Opthalmology,W,minor-medium,Techs,Surgical, White, Female,22, United-States,1
22,10,Psychiatry,W,minor,Techs,Other, White, Male,8, United-States,0
49,12,Emergency,SW,minor,Therapist,Anesthesia, White, Female,38, United-States,0
59,7,Nephrology,W,high,Dietitian,Diagnostic, White, Male,74, United-States,1
36,19,Endocrinology,NW,minor-medium,Dietitian,Surgical, White, Female,52, United-States,1
37,10,Psychiatry,W,minor-medium,Nurse,Surgical, White, Female,44, United-States,0
67,9,Gastroenterology,NW,minor-medium,Patient,Therapeutic, White, Male,44, United-States,0
25,12,Emergency,W,high,Medical Assistants,Other, Black, Male,44, United-States,0
39,12,Emergency,W,minor-medium,Patient,Therapeutic, White, Male,66, United-States,1
33,10,Psychiatry,W,minor-medium,Gift Shop,Therapeutic, White, Male,66, United-States,1
46,12,Emergency,W,minor-medium,Lab,Therapeutic, White, Male,44, United-States,0
56,10,Psychiatry,SW,minor-medium,Physician,Therapeutic, White, Male,66, United-States,1
42,10,Psychiatry,W,minor-medium,ER doctors,Therapeutic, White, Male,44, United-States,0
42,10,Psychiatry,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
49,12,Emergency,W,high,Patient,Other, White, Female,44, United-States,0
45,18,Neurosciences,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
34,15,Pulmonary,W,minor,Dietitian,Other, White, Female,79, United-States,1
42,10,Psychiatry,W,minor-medium,Therapist,Therapeutic, White, Male,48, United-States,1
68,16,Pediatrics,N,minor-medium,Medical Assistants,Therapeutic, White, Male,44, Italy,1
60,12,Emergency,W,minor-medium,Gift Shop,Therapeutic, Black, Male,44, ?,1
